m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,1035810,220.68,137.54,3009,CS' Another,481786,130,3.93,78221,56361,413280,4
0,2958133,220.45,183.63,2278,Ai,1437794,287,4.35,14131,19508,450052,4
0,1174927,220.25,310.95,569,Trigger,555076,250,5.4,75711,54278,415355,4
0,2311409,219.97,339.66,403,WORLD'S END,1104341,139,5.72,46416,23719,445889,4
0,1063556,219.85,96.01,4181,4K Insane,499781,83,3.54,90516,55196,414443,4
0,809751,218.86,60.59,5246,Draw's Hard,363594,88,2.88,291500,63272,406361,4
0,3399993,218.86,85.4,4716,Hard,1665442,130,3.2,15503,12608,457027,4
0,2559957,217.57,103.76,3998,EXPERT,1225500,143,3.57,46530,17936,451731,4
0,2183166,216.12,91.97,4345,Hard,1008060,236,3.27,39270,19536,450097,4
0,2408450,214.54,274.4,879,PERFORMS THE GARDEN,1154007,144,5.07,52399,25476,444173,4
0,3012108,213.7,145.3,2840,Another,1466713,273,4.07,31567,17701,451939,4
0,1023089,213.38,163.27,2651,Insane,478161,138,4.12,162136,54235,415413,4
0,3766295,212.15,178.44,2331,Immortal Prince,1834533,134,4.43,3432,2265,467369,4
0,803703,210.85,207.59,1769,Kagii's White Another,366126,123,4.89,87177,58451,411208,4
64,2940873,210.42,516.25,109,Eternity,1428416,1232,4.85,20900,18889,450744,4
0,723147,210,106.54,3842,ADVANCED,325566,114,3.55,106218,68472,401262,4
0,1660802,209.09,271.6,879,Ash's 4K Extra,650415,234,5.15,48600,44071,425528,4
0,3518475,208.99,215.78,1621,Proceed,1721634,143,4.71,10606,9034,460599,4
0,724148,207.67,127.52,3373,DECADE's EXHAUST,326079,110,3.93,154158,66283,403352,4
0,1315354,206.94,102.36,3998,Hard,624059,159,3.51,62685,44293,425808,4
0,824273,206.78,67.04,5582,Hyper,376340,112,2.94,395089,65025,404619,4
0,3860593,204.97,209.9,1664,you won't be saved from people like me,1875975,78,4.66,4071,2489,467149,4
0,1190555,203.9,237.51,1281,Tragic Ends,552726,476,4.81,46025,56085,413561,4
0,1101999,203.61,75.62,5440,Starfall,518660,101,3.38,81378,44593,425089,4
0,758531,203.44,68.94,5582,Frim's Hard,343093,151,2.99,119193,65550,404082,4
0,1349929,200.79,68.92,5582,Hyper Pumpkin Head,636160,151,3.01,90864,30466,439329,4
0,2415432,200.76,79.58,5075,Present,1112619,121,3.34,58709,15802,453791,4
0,2652437,200.7,155.54,2704,4K Cursed Spirit,1276702,88,4.12,55432,20542,449102,4
0,2261097,199.18,164.19,2651,4K MASTER,1080799,147,4.25,46872,29458,440175,4
0,2034201,198.56,101.27,3998,Hard,971561,196,3.57,129816,36541,433096,4
0,2053058,198.39,211.48,1664,Master,981053,127,4.68,63387,32463,437605,4
0,803702,198.28,70.15,5648,Hyper,366126,123,3.09,401419,58451,411208,4
0,948538,196.34,203.41,1854,GRAVITY,440924,119,4.51,68498,61088,408554,4
0,2943155,195.88,127.44,3373,EXPERT,1429690,131,3.85,50006,17322,452331,4
0,1242032,195.78,229.66,1407,GRAVITY,577563,115,4.99,104884,55033,414603,4
0,3583899,195.31,425.55,221,WORLD'S END,1751746,143,6.19,18045,6148,463596,4
0,4097918,194.59,143.32,2988,Love,1974595,208,4.01,3713,1539,468103,4
0,3528717,194.36,119.67,3374,I will come to you even if I have to go through pain,1726624,196,3.66,6500,9152,460474,4
0,1154599,193.01,266.82,868,Zettai Chicken's INFINITE,514461,118,5.12,122238,50565,419124,4
0,2472720,192.88,88.91,4716,Hard,1127488,137,3.34,80410,22726,446915,4
256,1679790,192.43,709.31,16,Jakads' LASTING LEGACY,800102,119,10.23,31023,29290,440235,7
0,2698878,191.92,247.14,1161,Rendezvous Point,1301193,150,4.99,7164,5479,464170,4
0,474088,191.58,175.49,2331,Fullerene's 4K Another+,187154,110,4.42,157495,69251,400454,4
0,3586454,191.22,99.59,3998,Kyoko Senpai,1752575,87,3.51,6584,9008,460584,4
0,3197758,190.01,135.04,3009,Emiria's 4K Insane,1563407,144,4.08,7139,3037,466598,4
0,2395641,189.73,104.98,3842,4K Expert,1142802,201,3.41,16440,25213,444421,4
0,2545395,189.58,267.83,868,Lirai's Extra,1223763,151,5.24,11416,6708,463090,4
0,1517670,187.68,170.84,2452,Insane,717251,258,4.29,44703,35635,433999,4
0,1016400,187.36,90.74,4345,HD,472269,112,3.44,90733,57979,411653,4
0,3441203,187.08,84.05,5075,Hard,1683972,100,3.2,16156,10547,458953,4
0,2274500,187.03,210.97,1664,Lunatic,1087685,240,4.6,41427,29440,440193,4
0,2977854,186.86,327.74,509,Annihler,1440359,146,5.51,23508,11571,457981,4
0,2938206,186.76,108.9,3842,Put it on a necklace,1426207,172,3.55,55214,19308,450194,4
0,1260095,186.7,149.32,2840,MX,595844,86,4.02,61107,53703,415953,4
64,1217803,185.93,575.38,42,11.186 km/s,575053,327,5.28,115990,53741,415951,4
0,1244694,185.79,103.75,3998,ADVANCED,587269,117,3.5,242046,51204,418521,4
0,3797369,185.72,741.22,10,Jinjin's Synthesis,1847997,132,7.78,7855,5457,464199,7
0,769268,185.72,83.04,5075,nowsmart's 4K Hyper,347890,109,3.09,162768,68049,401662,4
64,983881,185.56,394.96,297,MX,459223,227,4.32,136877,61473,408173,4
0,1949557,185.56,176.57,2331,Lirai's MASTER,933868,153,4.39,35352,21363,448308,4
0,3004962,185.34,271.32,879,Determination,1462798,1783,5.16,6526,10987,458518,4
0,1045200,185.22,94.46,4345,Elysium,490357,213,3.33,92569,60331,409407,4
0,1383199,184.6,117.07,3699,Ash's SPECIAL,587266,114,3.76,48942,42527,427099,4
0,751916,183.58,128.98,3373,Arcwin's Insane,335828,123,3.76,73464,68823,400816,4
0,3024863,183.16,205.52,1769,Final Step Towards The Dream,1276332,130,4.73,26129,18083,451607,4
0,2595642,182.52,69.99,5648,Hard,1154776,123,3.07,63224,18361,451346,4
0,1913472,181.29,58.51,4142,hard,913062,139,2.95,112302,38036,431628,4
0,2167973,180.9,171.76,2452,leqek's Insane,1027900,195,4.3,26801,11438,458197,4
0,1322358,179.97,115.46,3699,Tofu's MX,533037,211,3.61,32571,50241,419397,4
0,3987843,178.8,146.55,2840,Master,1921040,160,4.05,6020,2049,467585,4
0,3770868,178.32,226,1448,Insane,1836594,231,4.73,3896,6339,463235,4
0,1442904,178.27,133.18,3264,4K Expert,682351,95,3.81,29241,45483,424147,4
0,895083,177.96,208.4,1769,SUMMER SPLASH!!,412632,104,4.66,103007,63347,406293,4
0,3020143,177.62,164.63,2552,Touru's EXHAUST,1469677,116,4.21,40089,15755,453894,4
0,2545394,175.85,360.18,389,Alter Ego,1223763,151,5.85,10761,6708,463090,4
0,1066383,175.06,215.9,1621,Frightful Space Shuttle,501057,351,4.68,73220,55305,414327,4
0,2278483,174.22,104.95,3842,Hard,1089835,185,3.48,11788,18677,450956,4
0,3012111,173.24,82.97,5075,Hyper,1466713,273,3.23,57970,17701,451939,4
0,1300647,172.97,200.41,1854,Cosmos,616765,302,4.38,27981,51516,418188,4
0,1516349,172.89,76.26,5440,Hard,717834,48,3.02,202671,45974,423634,4
0,703723,172.6,70.09,5648,4K Hard,315350,117,3.07,167210,67689,402094,4
256,3838922,172.53,833.48,11,Wondrous Fantasy,1866317,327,11.09,3459,5059,464582,7
64,1263100,172.32,451.86,199,7.667 km/s,575053,327,4.63,184795,53741,415951,4
0,2813453,171.89,180.57,2278,Odyssey,1359629,163,4.33,10222,14214,455487,4
0,1111350,170.84,140.93,2988,Another,523457,113,4.02,107605,58955,410724,4
0,2935047,170.67,561.91,64,I'm a slave for this song // VIVID,1425310,260,7.05,7979,12847,456786,7
0,804178,170.66,63.81,5246,Avalon's ADVANCED,363919,117,2.95,205177,65078,404614,4
0,3034609,169.57,136.28,3009,Eternity,1479205,102,3.92,23125,16426,453207,4
0,2260041,169.49,77.72,5440,ATing's Hard,1078388,217,3.15,32194,18287,451359,4
0,3702759,169.17,255.4,932,Outta Control,1805569,204,4.93,5141,5196,464438,4
64,758198,169.12,315.33,528,Genuine,343093,151,4.2,254170,65550,404082,4
0,1778015,168.77,161.19,2651,Extra,850218,95,4.24,54936,37811,431872,4
0,2977857,168.09,207.14,1769,Another,1440359,146,4.65,22304,11571,457981,4
0,1657720,167.36,153.31,2793,Falling Tears,789926,303,4.11,28899,34890,434613,4
0,1239944,167.16,74.95,5440,ADVANCED,577563,115,3.29,204495,55033,414603,4
0,1974394,166.84,230.83,1407,SYNTHESIZED VIOLENCE,945496,301,4.8,84564,36703,432957,4
0,1571178,166.82,88.79,4716,HD,707133,125,3.32,41121,45021,424577,4
0,988474,166.46,172.08,2452,Another,366126,123,4.35,112239,58451,411208,4
0,1021826,166.15,64.62,5582,Hard,478273,89,3.03,325455,61629,408012,4
0,2550395,165.13,220.32,1568,Quiet Voice,1226466,114,4.76,21617,23846,445812,4
0,3594454,165.07,687.39,25,Jinjin's Binary Shimmer,314017,116,7.61,9366,7802,461815,7
0,1559100,164.86,210.25,1664,Black Another Lv.12,567907,234,4.78,42705,45712,423822,4
0,1313364,164.38,65.69,5582,Tofu's Hyper,617846,127,3,172458,52882,416780,4
0,949721,164.19,173.01,2452,Shiki's Insane,415560,215,4.1,36929,60418,409310,4
256,4009587,164.01,927.44,1,Schadenfreude,1939330,257,11.3,1969,2588,467050,7
0,2851594,163.93,127.2,3373,Insane,1366994,128,3.95,38593,20099,449537,4
0,561923,163.75,145.19,2840,EXTREME,243654,113,3.99,102648,69780,399853,4
0,3617628,163.21,129.74,3264,Maxim's Happily Ever After,1767320,87,3.88,7465,8645,461007,4
0,737739,162.38,97.76,4181,ADVANCED Lv.14,217951,114,3.51,120491,62145,407590,4
0,2417214,162.26,195.09,2053,Krafty's Eternity,1156843,215,4.39,16632,19186,450447,4
0,1090281,162.05,154.22,2793,EXHAUST,513064,114,4.22,75656,57978,411655,4
0,841922,161.96,184.1,2278,Another,385444,124,4.36,76066,64496,405158,4
0,646828,160.61,69.13,5582,Frim's ADVANCED,285795,116,3.14,376690,71601,398032,4
0,3139608,160.52,205.36,1769,Murumoo's Insane,1429714,232,4.62,12827,12958,456755,4
0,3583022,160.18,99.03,4181,STEPDWI's Hyper,1751372,111,3.44,9742,2448,467185,4
0,2016144,159.66,91.09,4345,Present,962923,135,3.35,136854,32066,437568,4
0,1872632,159.48,73.18,5648,Advanced,838465,100,3.1,150120,37355,432446,4
0,814598,158.54,102.83,3998,MEGA's Insane,361535,89,3.51,112260,65075,404896,4
0,1783632,158.52,104.09,3998,Time and Sky in a Distant World,690530,96,3.43,74358,42081,427491,4
0,2573943,157.87,127.78,3373,FAMoss' Youth!!,1238009,113,3.75,19814,21308,448334,4
0,2872694,157.45,168.51,2552,Cosmic Symphony,1391233,298,4.34,5614,8356,461277,4
0,421065,156.98,55.98,4142,HD,174381,236,2.83,421907,78113,391519,4
0,1002502,156.96,166.57,2552,Another,468353,114,4.17,127519,56930,412757,4
0,2119863,156.75,144.05,2988,Shana's MX,1002819,90,4.06,33291,32764,436771,4
0,1091460,155.79,219.26,1621,Masterpiece,513701,179,4.83,103167,42444,427595,4
0,3995196,155.5,459.92,150,Predetermination,1933536,245,6.65,9221,3950,465689,4
0,690909,155.28,353.82,402,7K Axities,303998,333,5.8,39838,67526,402151,7
64,1101044,155.11,409.89,299,LeiN-'s SC,518266,271,4.55,64095,57071,412562,4
0,2678243,155.07,154.86,2704,FAMoss' Another,965827,132,4.35,15818,14126,455465,4
0,553820,154.96,395.72,297,7K Black Another,195940,169,6.06,33931,70665,398968,7
0,2532277,154.63,83.6,5075,Rin's EXHAUST,1204322,125,3.31,39774,18788,450857,4
0,1181795,154.45,376.1,303,Memories,518266,271,5.8,42311,57071,412562,4
64,1615738,153.5,843.15,10,Lovely Lunatic,332621,362,6.18,27495,39235,430319,7
0,1021312,153.32,371.03,318,DEATH,478161,138,6.26,84298,54235,415413,4
0,1951921,153.29,205.27,1769,Autumn,934974,209,4.62,38790,32860,436773,4
0,1130570,153.25,499.13,104,Alice in Wonderland,520399,143,6.66,32489,58170,411466,7
0,1030300,153.16,67.88,5582,HD,482869,90,2.91,132283,57897,411740,4
0,2387330,152.16,180.63,2278,Timelapse,1143243,221,4.52,44964,26771,442863,4
0,985723,151.58,101.84,3998,Hamids' 4K DABURETA!,460142,46,3.47,114627,58235,411397,4
0,1101045,151.49,122.51,3374,MX,518266,271,3.79,62527,57071,412562,4
0,649478,151.19,139.64,2988,5K Another,283841,96,3.83,23082,69319,400572,5
0,771271,151.05,84.83,4716,4K Lv.15,349774,88,3.35,168523,68873,400764,4
0,2506132,150.86,154.2,2793,FAMoss' Insane,1202872,218,3.99,14742,20795,449105,4
0,3060260,150.57,80.93,5075,Hyper,1492528,119,3.28,97850,17409,452226,4
0,2341610,149.9,67.1,5582,Another,1120648,141,3.2,78840,28415,441252,4
0,1055810,149.58,165.27,2552,EXHAUST,495618,128,4.18,81996,59316,410349,4
0,3643071,149.55,199.46,2053,FAMoss' Extra,1778816,123,4.54,7356,7024,462904,4
0,2523154,148.38,76.46,5440,Advanced,1212192,131,3.18,53452,20511,449246,4
0,3411825,148.21,117.74,3699,Soup Tabetai,1670474,74,4.23,12259,11484,458220,4
64,1408345,147.95,390.49,286,Disconcerting,665463,301,4.42,80253,51224,418489,4
0,1487927,147.86,148.51,2840,Mage's Insane,702559,116,3.88,69588,44406,425252,4
0,2131277,147,138.77,3009,Heavenly,1018454,130,4.02,55872,31388,438529,4
0,798949,146.89,180.31,2278,C.Star's INFINITE,363919,118,4.42,69333,65078,404614,4
0,865372,146.87,207.66,1769,Insane,386950,242,4.5,75927,58651,411003,4
0,391595,146.78,92.53,4345,S.Star's 4K HD+,153316,114,3.26,90415,79740,389985,4
0,2069131,146.18,120.09,3374,mint's Hard,919633,246,3.61,109971,34433,435109,4
0,1911640,146,141.29,2988,Resistance,899661,87,4.01,65763,36800,432903,4
0,2549651,145.92,76.88,5440,HARD,1154007,144,3.11,65754,25476,444173,4
0,3242410,145.82,183.67,2278,Master,1587252,148,4.38,15801,11300,458235,4
0,1056849,145.56,73.9,5648,Or1g1n's Hyper,495790,99,3.23,155797,59101,410557,4
0,3525778,145.48,159.97,2651,White | Hikari's Insane,1683685,133,4.29,23443,10356,459278,4
0,1845376,145.47,236.83,1281,MAXIMUM,882704,119,4.89,53847,36736,432823,4
0,2324481,144.62,245.47,1161,HARDCORE NINJA,1112619,121,4.85,25715,15802,453791,4
0,1265675,144.34,61.31,5246,463.89 m/s,575053,327,2.93,229808,53741,415951,4
0,2262481,144.09,69.32,5582,Hard,1081552,189,3.12,114827,24176,445457,4
0,1044811,144.04,176.89,2331,Collab 4K EXTRA,490166,115,4.38,88908,59105,410535,4
0,948537,143.98,144.06,2988,CS' EXHAUST,440924,119,4.15,62213,61088,408554,4
0,2134964,143.89,77.47,5440,Hard,1018454,130,3.17,58428,31388,438529,4
0,1462317,143.36,66,5582,HD,691012,88,2.99,68346,46724,422961,4
0,2375812,143.11,81.24,5075,Tenshi,1137400,257,3.21,18783,26869,442790,4
0,1596135,142.76,150.19,2793,Tofu's MX,591442,244,3.99,29529,45776,423885,4
0,1203652,142.6,150.31,2793,Another Lv.11,567907,234,4.12,55944,45712,423822,4
0,1231252,142.05,245.45,1161,Ultimate,581729,186,4.97,79425,45238,424408,4
0,2848497,141.97,242.06,1208,Maxime Musica,1378488,279,4.88,13458,13404,456231,4
0,1130163,141,133.58,3264,SPECIAL,533472,107,3.94,58054,53904,415729,4
0,3992756,140.95,420.83,236,Nihility,1932508,340,6.16,5786,4111,465522,4
64,1129049,140.65,332.61,462,Greget,532917,80,4.24,173034,43379,426255,4
0,1149841,139.61,172.09,2452,puxtu's another,537792,176,4.23,23326,56240,413394,4
0,540060,138.84,192.1,2097,EXHAUST Lv.15,232650,116,4.44,170572,74091,395541,4
0,1225425,138.65,183.17,2278,CS' EXHAUST,577563,115,4.49,77550,55033,414603,4
0,1216881,138.57,342.75,403,HEAVENLY,574578,120,5.76,76215,54610,415023,4
0,3060261,138.02,147.45,2840,Insane,1492528,119,4.21,70903,17409,452226,4
0,1861911,137.7,140.62,2988,Avalon's EXHAUST,506056,117,4.09,36272,18103,451545,4
0,703146,136.78,144.28,2988,4K Insane,315350,117,3.96,113994,67689,402094,4
0,1055022,136.31,257.18,932,GRAVITY,495618,128,5.15,95435,59316,410349,4
0,1592262,135.95,152.84,2793,Another,513701,179,4.2,55746,42444,427595,4
0,973399,135.83,241.59,1208,EXHAUST Lv.15,453960,110,4.82,71315,61868,407783,4
0,985880,135.75,74.82,5440,HD,460324,188,3,164437,58306,411326,4
64,2598323,135.72,595.83,47,Universe,1103580,258,5.37,49872,21994,447706,4
0,1869523,135.71,83.9,5075,Voxa's Hard,894666,151,3.21,50436,23216,446608,4
0,651992,135.69,170.18,2452,Insane,285730,114,4.19,85741,71900,397745,4
0,1016317,135.64,132.25,3264,Linde::BANGKE's EXHAUST,475698,118,3.82,106718,59995,409704,4
64,1967430,135.34,547.44,67,Last Adventure,942240,152,5.05,92150,23342,446293,4
0,2506130,134.77,75.95,5440,Kanon's Hard,1202872,218,3.12,37563,20795,449105,4
0,785227,134.66,140.49,2988,Shana's EXHAUST,356253,111,3.98,137342,67477,402192,4
0,219360,134.54,218.61,1621,LV.28,78382,93,4.84,55592,88087,381504,7
0,834266,134.46,267.29,868,Final Voyage,381334,362,5.07,46746,63565,406068,4
0,2363760,134.17,166.26,2552,Randomness,1131640,128,4.21,29975,21355,448287,4
0,2034886,133.77,101.84,3998,FAMoss' EXHAUST,957330,117,3.53,39740,25263,444376,4
0,565453,133.22,70.21,5648,HD,245393,188,3.02,157775,69136,400576,4
64,963330,132.98,432.75,223,4K Goddess,387756,347,4.62,134015,56463,413170,4
0,964146,132.95,80.19,5075,Hyper,426638,153,3.23,64348,53072,416623,4
0,901047,132.16,97.99,4181,ADVANCED,415886,118,3.5,294725,62339,407308,4
0,2639800,132,111.3,3710,insane,1270255,118,3.76,20887,18370,451284,4
0,2815412,131.83,102.55,3998,Hard,1359629,163,3.43,9073,14214,455487,4
0,421064,131.81,216.75,1621,SC,174381,236,4.63,163005,78113,391519,4
0,709257,131.72,63.86,5246,Zan's Hard,309328,112,2.98,140397,67859,401846,4
0,651705,131.19,53.53,1950,Hard,288794,250,2.64,310034,72896,396737,4
0,674175,130.87,71.58,5648,ADVANCED,300599,115,3.16,230068,68964,400804,4
0,672098,130.86,206.33,1769,Kawa & Julie's 7K Extra,283841,96,4.51,26079,69319,400572,7
0,1042788,130.78,212.04,1664,Rinzler's Lolis,480769,104,4.71,114147,58819,410814,4
0,2278484,130.76,174.79,2331,Mechanized Warfare,1089835,192,4.29,11500,18677,450956,4
0,839152,129.97,68.5,5582,ADVANCED,383929,111,3.04,205492,61148,408485,4
0,770124,129.95,90.13,4345,ADVANCED,349208,126,3.51,360393,62553,407125,4
64,3004962,129.75,547.27,67,Determination,1462798,1783,5.16,6526,10987,458518,4
0,798208,128.66,236.64,1281,SHD,304831,119,4.83,94554,67334,402328,4
0,1645322,128.14,102.98,3998,Tofu's Another,779472,133,3.59,48816,34137,435497,4
0,866798,127.49,175.28,2331,Extra,398656,117,4.27,81914,61307,408329,4
0,2186225,127.14,70.66,5648,Voxa's HARD,1045793,135,3.1,24519,11575,458058,4
0,2586726,126.67,91.93,4345,Expert,1228135,199,3.47,47330,23367,446295,4
0,3624095,126.61,88.18,4716,EXPERT LV.31,1680354,120,3.55,13870,10148,459449,4
0,1773716,126.51,107.87,3842,Insane,847807,84,3.48,71775,41230,428489,4
0,431260,126.39,220.01,1568,Fullerene's 4K Catastrophic Shift,171880,377,4.64,35534,66464,403217,4
0,3616479,125.84,130.92,3264,Alptraum's Another,1766740,127,4.11,12401,4292,465197,4
0,1216040,125.64,166.63,2552,MX,574129,125,4.24,29628,47409,422250,4
0,2384812,125.3,86.4,4716,Daeng's Hard,1141872,83,3.26,60642,26265,443312,4
0,741749,125.01,293.89,694,Sweetness Overload!,335072,332,5.32,27929,69560,400073,7
64,2387330,124.39,416.17,241,Timelapse,1143243,221,4.52,44964,26771,442863,4
0,2604527,124.39,130.98,3264,Another,1253230,130,3.86,32103,16908,452751,4
0,901488,124.35,112.12,3710,4K INFINITE Lv.13,382403,110,3.58,88310,59791,410122,4
0,711786,122.9,252.84,1065,KK's GRAVITY,298006,119,4.86,90974,70041,399636,4
0,2260043,122.05,175.49,2331,FAMoss' Insane,1078388,217,4.16,14806,18287,451359,4
0,4098072,121.12,190.92,2097,V#YEB GORODA I ZARABOTAL DENEG,1974673,146,4.45,1706,1517,468116,4
0,2274499,120.85,101.05,3998,Hard,1087685,240,3.41,63432,29440,440193,4
0,1029795,120.58,143.89,2988,EXHAUST Lv.13,482617,115,4.2,73079,60781,408856,4
0,770126,120.54,211.2,1664,EXHAUST,349208,126,4.52,172870,62553,407125,4
0,3349978,120.46,105.03,3842,Nostalgia,1641355,134,3.6,7199,13591,455963,4
0,911602,119.81,175.16,2331,Chicken x leqek's EXHAUST,421497,120,4.42,151762,63132,406501,4
0,1597279,119.78,72.58,5648,Stan's Hyper,707164,135,3.21,81765,39730,429855,4
0,3228377,119.69,81.63,5075,FAMoss' HARD,1581028,114,3.27,13322,6952,462682,4
0,968208,119.62,120.66,3374,MX,451311,117,3.78,57628,58236,411481,4
0,985758,119.59,83.82,5075,HD,459223,227,3.18,91215,61473,408173,4
0,2934799,119.36,118.89,3699,Heartbeat,1425185,89,3.8,18122,17000,452632,4
0,3757496,119.28,203.46,1854,ATing's MASTER,1830658,120,4.5,8886,3394,466274,4
0,793308,118.95,130.19,3264,EXTREME,361016,96,3.81,63046,66472,403227,4
0,1014641,118.92,310.83,569,DECADE's 4K Final Dimensional,474900,117,5.44,42552,40886,428823,4
64,2755520,118.56,621.9,41,4K Resurrection,1329899,299,5.38,54629,20189,449451,4
0,1872559,118.43,177.04,2331,Insane,886763,89,4.32,36873,33856,435682,4
0,1320058,118.4,120.54,3374,Amii's 4K Curious,626290,87,4.02,40770,38626,430961,4
0,1245015,118.37,345.11,433,jAkAds' MAXIMUM,587269,117,5.64,99315,51204,418521,4
0,1020078,118.21,155.61,2704,CS' EXHAUST,476565,119,4.11,158756,61497,408136,4
0,708015,118.15,156.26,2704,Unknown Crypt,317861,386,4.12,48649,61835,407832,4
0,1262289,117.91,287.34,730,CS vs. KK's MAXIMUM,574578,120,5.21,80097,54610,415023,4
0,1101192,117.8,97.85,4181,Hyper,518351,112,3.56,157835,58668,410965,4
0,1017927,117.65,235.55,1281,GRAVITY,476565,119,4.94,112213,61497,408136,4
0,3507009,117.6,175.69,2331,MASTER,1716315,131,4.32,10791,11103,458553,4
0,2880016,117.16,123.84,3374,Insane,1395277,102,3.72,16713,20724,448909,4
0,1779054,117.07,98.08,4181,Insane,850218,95,3.47,57591,37811,431872,4
0,713954,117.01,95.58,4181,Avalon's ADVANCED Lv.14,320905,113,3.43,70403,67098,402576,4
0,1482800,116.95,128.49,3373,Ash's Special,699794,89,3.92,88677,41374,428283,4
0,1109940,116.3,66.86,5582,Loneliness,522660,116,2.99,288073,58743,410896,4
256,770127,116.01,299.62,625,GRAVITY,349208,126,6.99,96232,62553,407125,4
